"Edad","Genero","CasaPropia","EstadoCiv","Ubicación","Salario","Niños","Historia","Catalogos","MontoDinero","","Salario","MontoDinero"
"Adulto","Hombre","Alquilada","Casado","Cerca","105600","3","Baja","6","304","","105600","304"
"Mayor","Mujer","Propia","Casado","Lejos","57900","0","Alta","12","1693","","57900","1693"
"Joven","Hombre","Propia","Soltero","Cerca","31500","3","Baja","18","269","","31500","269"
"Adulto","Mujer","Alquilada","Casado","Lejos","60100","1","Alta","18","1430","","60100","1430"
"Adulto","Hombre","Alquilada","Casado","Cerca","87400","2","NA","18","2729","","87400","2729"
"Adulto","Hombre","Propia","Casado","Cerca","117900","0","Alta","6","1760","","117900","1760"
"Adulto","Hombre","Propia","Soltero","Cerca","48800","1","Media","24","1271","","48800","1271"
"Adulto","Mujer","Propia","Casado","Cerca","67900","3","Baja","12","356","","67900","356"
"Mayor","Hombre","Alquilada","Casado","Lejos","66200","0","NA","6","1024","","66200","1024"
"Adulto","Hombre","Alquilada","Casado","Cerca","88000","2","Media","6","524","","88000","524"
"Adulto","Hombre","Alquilada","Casado","Cerca","94200","1","Alta","18","1211","","94200","1211"
"Joven","Mujer","Alquilada","Soltero","Cerca","29200","3","NA","6","636","","29200","636"
"Joven","Hombre","Alquilada","Soltero","Lejos","15300","0","Baja","24","645","","15300","645"
"Joven","Hombre","Alquilada","Soltero","Lejos","17500","0","Baja","18","472","","17500","472"
"Mayor","Hombre","Propia","Casado","Cerca","168800","0","Alta","6","1512","","168800","1512"
"Adulto","Hombre","Alquilada","Soltero","Lejos","40200","0","Alta","18","1634","","40200","1634"
"Joven","Hombre","Alquilada","Soltero","Cerca","28400","3","Baja","18","182","","28400","182"
"Adulto","Hombre","Alquilada","Casado","Lejos","72200","3","Media","18","1042","","72200","1042"
"Adulto","Mujer","Propia","Soltero","Lejos","55200","0","Alta","18","1714","","55200","1714"
"Adulto","Mujer","Alquilada","Soltero","Cerca","44600","0","Media","18","966","","44600","966"
"Adulto","Hombre","Propia","Soltero","Cerca","58400","0","Media","12","829","","58400","829"
"Adulto","Mujer","Propia","Soltero","Cerca","67800","1","Media","6","680","","67800","680"
"Mayor","Mujer","Propia","Soltero","Cerca","25500","0","Baja","18","636","","25500","636"
"Joven","Mujer","Alquilada","Soltero","Lejos","20000","3","Baja","6","182","","20000","182"
"Adulto","Hombre","Alquilada","Soltero","Lejos","52600","1","NA","18","1773","","52600","1773"
"Adulto","Hombre","Alquilada","Casado","Lejos","97600","1","NA","12","2902","","97600","2902"
"Mayor","Hombre","Propia","Casado","Cerca","23400","0","Baja","6","348","","23400","348"
"Adulto","Mujer","Propia","Casado","Cerca","102500","3","Baja","12","548","","102500","548"
"Adulto","Mujer","Propia","Casado","Lejos","52300","1","Alta","18","2034","","52300","2034"
"Adulto","Hombre","Alquilada","Soltero","Lejos","65400","0","Alta","12","2296","","65400","2296"
"Joven","Hombre","Alquilada","Soltero","Cerca","19600","0","Baja","12","395","","19600","395"
"Mayor","Hombre","Propia","Casado","Lejos","37000","0","Media","12","850","","37000","850"
"Joven","Mujer","Alquilada","Soltero","Lejos","13200","0","NA","18","512","","13200","512"
"Adulto","Hombre","Alquilada","Soltero","Cerca","63800","1","Media","24","1622","","63800","1622"
"Mayor","Mujer","Alquilada","Soltero","Lejos","22600","0","NA","12","865","","22600","865"
"Mayor","Mujer","Propia","Soltero","Cerca","37300","0","Media","6","673","","37300","673"
"Joven","Hombre","Alquilada","Soltero","Lejos","14900","1","NA","12","422","","14900","422"
"Adulto","Mujer","Propia","Soltero","Cerca","36700","1","NA","6","529","","36700","529"
"Adulto","Hombre","Propia","Soltero","Cerca","63200","0","Alta","24","1932","","63200","1932"
"Mayor","Hombre","Propia","Casado","Cerca","77300","0","Alta","18","1853","","77300","1853"
"Adulto","Hombre","Alquilada","Soltero","Cerca","43100","1","NA","12","1224","","43100","1224"
"Adulto","Mujer","Alquilada","Soltero","Lejos","44800","1","Media","6","666","","44800","666"
"Mayor","Mujer","Alquilada","Casado","Cerca","70900","0","Alta","24","1685","","70900","1685"
"Adulto","Mujer","Alquilada","Soltero","Lejos","38200","0","Media","24","1476","","38200","1476"
"Joven","Mujer","Alquilada","Soltero","Lejos","18400","1","Baja","6","319","","18400","319"
"Adulto","Mujer","Alquilada","Soltero","Cerca","40700","3","Baja","18","232","","40700","232"
"Mayor","Hombre","Propia","Soltero","Cerca","71300","0","Alta","18","1543","","71300","1543"
"Adulto","Mujer","Alquilada","Soltero","Cerca","36400","2","Baja","18","506","","36400","506"
"Joven","Hombre","Alquilada","Soltero","Cerca","15400","0","Baja","6","172","","15400","172"
"Adulto","Hombre","Propia","Soltero","Lejos","39100","1","Media","12","1001","","39100","1001"
"Adulto","Hombre","Alquilada","Soltero","Cerca","43800","0","Media","12","606","","43800","606"
"Joven","Hombre","Alquilada","Soltero","Lejos","25300","0","Media","12","591","","25300","591"
"Mayor","Hombre","Alquilada","Casado","Cerca","71800","0","Alta","12","1389","","71800","1389"
"Adulto","Hombre","Propia","Soltero","Cerca","73200","0","Alta","24","2177","","73200","2177"
"Adulto","Hombre","Propia","Casado","Lejos","79000","1","Alta","18","2279","","79000","2279"
"Adulto","Mujer","Alquilada","Casado","Cerca","75200","1","NA","24","2702","","75200","2702"
"Joven","Mujer","Alquilada","Soltero","Cerca","25300","3","NA","6","510","","25300","510"
"Mayor","Mujer","Propia","Casado","Cerca","43600","0","Media","12","1047","","43600","1047"
"Adulto","Hombre","Propia","Casado","Cerca","83600","2","Media","6","538","","83600","538"
"Adulto","Mujer","Propia","Soltero","Lejos","56200","0","Alta","18","1546","","56200","1546"
"Joven","Hombre","Alquilada","Casado","Cerca","45500","0","Media","6","754","","45500","754"
"Adulto","Hombre","Propia","Casado","Cerca","99300","1","Alta","12","1504","","99300","1504"
"Adulto","Hombre","Propia","Casado","Lejos","108000","3","Alta","24","1849","","108000","1849"
"Adulto","Mujer","Propia","Casado","Lejos","84900","1","Alta","24","3072","","84900","3072"
"Adulto","Hombre","Propia","Casado","Lejos","93000","3","Alta","6","1046","","93000","1046"
"Adulto","Mujer","Propia","Casado","Cerca","82000","0","Alta","18","1800","","82000","1800"
"Mayor","Mujer","Propia","Soltero","Cerca","33000","3","NA","6","700","","33000","700"
"Adulto","Mujer","Propia","Soltero","Cerca","36900","2","Baja","24","514","","36900","514"
"Adulto","Mujer","Alquilada","Soltero","Cerca","33200","1","NA","6","320","","33200","320"
"Joven","Hombre","Alquilada","Casado","Cerca","49300","0","NA","24","1692","","49300","1692"
"Mayor","Hombre","Alquilada","Casado","Lejos","66200","0","Alta","24","2057","","66200","2057"
"Adulto","Hombre","Propia","Casado","Lejos","96800","2","Alta","18","2299","","96800","2299"
"Mayor","Hombre","Propia","Soltero","Cerca","63200","0","Alta","24","1507","","63200","1507"
"Mayor","Hombre","Propia","Casado","Lejos","112900","0","Alta","24","6217","","112900","6217"
"Adulto","Mujer","Alquilada","Soltero","Cerca","32100","2","Baja","24","405","","32100","405"
"Adulto","Hombre","Propia","Casado","Lejos","102700","1","Alta","18","3785","","102700","3785"
"Adulto","Hombre","Propia","Casado","Cerca","123800","2","NA","18","3537","","123800","3537"
"Mayor","Mujer","Alquilada","Soltero","Lejos","11700","0","Baja","18","540","","11700","540"
"Adulto","Hombre","Propia","Casado","Cerca","101700","1","NA","6","941","","101700","941"
"Adulto","Mujer","Propia","Casado","Lejos","99200","0","Alta","24","5503","","99200","5503"
"Joven","Hombre","Alquilada","Soltero","Cerca","17600","0","NA","6","273","","17600","273"
"Joven","Mujer","Alquilada","Soltero","Cerca","19400","1","NA","18","384","","19400","384"
"Adulto","Hombre","Alquilada","Soltero","Lejos","40500","1","NA","18","1073","","40500","1073"
"Mayor","Hombre","Propia","Soltero","Cerca","44800","0","Media","24","1417","","44800","1417"
"Adulto","Hombre","Propia","Casado","Cerca","79000","2","Media","18","671","","79000","671"
"Joven","Hombre","Alquilada","Casado","Cerca","53600","1","Media","24","973","","53600","973"
